"gvkey","tic","conm","prccq"
183902,"EFC","ELLINGTON FINANCIAL LLC",16.21
183903,"CALX","CALIX INC",6.85
183942,"ST","SENSATA TECHNOLOGIES HLDG NV",42.72
183963,"CHSP","CHESAPEAKE LODGING TRUST",24.47
183974,"SPSC","SPS COMMERCE INC",63.76
184009,"FNGN","FINANCIAL ENGINES INC",36.6
184035,"SEMG","SEMGROUP CORP",27
184077,"MRIC","MRI INTERVENTIONS INC",3.7
184082,"MBCFF","ITAFOS",2
184101,"TNAV","TELENAV INC",8.1
184113,"VUZI","VUZIX CORP",6.55
184117,"AFCB","ATHENS BANCSHARES CORP",36.1
184133,"PPSI","PIONEER POWER SOLUTIONS INC",6.55
184155,"DQ","DAQO NEW ENERGY CORP",20.76
184157,"MSGN","MSG NETWORKS INC",22.45
184167,"FIBK","FIRST INTERSTATE BANCSYSTEM",37.2
184182,"JKS","JINKOSOLAR HOLDING CO",20.8
184254,"APO","APOLLO GLOBAL MANAGEMENT LLC",26.45
184256,"IRWD","IRONWOOD PHARMACEUTICALS INC",18.88
184258,"PLOW","DOUGLAS DYNAMICS INC",32.9
184259,"SANW","S&W SEED CO",4.15
184263,"QNST","QUINSTREET INC",4.17
184287,"SLRC","SOLAR CAPITAL LTD",21.87
184323,"EXPR","EXPRESS INC",8.63
184336,"CIQ.UN","CANADIAN HIGH INCOME EQUITY",9.36
184352,"STNG","SCORPIO TANKERS INC",3.97
184388,"SUIC","SINO UNITED WORLDWIDE CNSLDT",14.9
184392,"GDOT","GREEN DOT CORP",38.53
184442,"OAS","OASIS PETROLEUM INC",8.05
184453,"HTHT","CHINA LODGING GROUP LTD -ADR",80.68
184498,"NSM","NATIONSTAR MORTGAGE HOLDINGS",17.89
184500,"CBOE","CBOE GLOBAL MARKETS INC",91.4
184514,"BSFT","BROADSOFT INC",43.05
184526,"PRMW","PRIMO WATER CORP",12.7
184527,"ABAC","RENMIN TIANLI GROUP INC",2.1001
184542,"GNMK","GENMARK DIAGNOSTICS INC",11.83
184543,"LWSCF","SIENNA SENIOR LIVING INC",17.97
184545,"SGOC","SGOCO GROUP LTD",1.15
184551,"MXL","MAXLINEAR INC",27.89
184552,"NWHUF","NORTHWEST HEALTHCARE PPTYS",10.68
184569,"WMLP","WESTMORELAND RES PARTNERS LP",2.2086
184576,"ENV","ENVESTNET INC",39.6
184580,"EACO","EACO CORP",8.22
184582,"SECYF","SECURE ENERGY SERVICES INC",8.85
184604,"AOSL","ALPHA AND OMEGA SEMICONDUCTR",16.67
184619,"TPCA","TROPICANA ENTERTAINMENT INC",42.6
184651,"ATHOF","ATHABASCA OIL CORP",1.01
184652,"ERN","ERIN ENERGY CORP",1.45
184688,"CLDT","CHATHAM LODGING TRUST",20.09
184689,"GBDC","GOLUB CAPITAL BDC INC",19.12
184700,"FLT","FLEETCOR TECHNOLOGIES INC",144.21
184702,"NPTN","NEOPHOTONICS CORP",7.72
184711,"CGOOF","CONTINENTAL GOLD INC",3.82
184725,"NXPI","NXP SEMICONDUCTORS NV",109.45
184727,"SBOT","STELLAR BIOTECHNOLOGIES INC",1.22
184735,"TCRD","THL CREDIT INC",9.95
184748,"QUAD","QUAD/GRAPHICS INC",22.92
184785,"TOWR","TOWER INTERNATIONAL INC",22.45
184797,"RP","REALPAGE INC",35.95
184825,"CRDE","CARDINAL ETHANOL LLC",14000
184826,"GFGY","GRANITE FALLS ENERGY LLC",3000
184899,"FAF","FIRST AMERICAN FINANCIAL CP",44.69
184905,"TCNGF","TRICON CAPITAL GROUP INC",11.62
184957,"WKHS","WORKHORSE GROUP INC",3.69
184994,"VLTC","VOLTARI CORP",0.89
184996,"TSLA","TESLA INC",361.61
185018,"HPP","HUDSON PACIFIC PPTYS INC",34.19
185030,"TAHO","TAHOE RESOURCES INC",8.62
185051,"CFXTF","CONIFEX TIMBER INC",3.12
185103,"GSV","GOLD STANDARD VENTURES CORP",2.22
185112,"IPHI","INPHI CORP",34.3
185113,"STND","STANDARD FINANCIAL CORP",28.25
185119,"KEYW","KEYW HOLDING CORP",9.35
185125,"ELMD","ELECTROMED INC",5.53
185128,"AMRC","AMERESCO INC",7.7
185138,"VPG","VISHAY PRECISION GROUP INC",17.3
185164,"TIER","TIER REIT INC",18.48
185168,"EMYB","EMBASSY BANCORP INC",14.97
185169,"XTNY","XIANGTIAN USA AIR POWER CO",2.75
185177,"COR","CORESITE REALTY CORP",103.53
185194,"BBRG","BRAVO BRIO RESTAURANT GP INC",4.6
185195,"VRA","VERA BRADLEY INC",9.15
185229,"BWXT","BWX TECHNOLOGIES INC",48.75
185230,"SPGYF","WHITECAP RESOURCES INC",9.26
185259,"PBY.UN","CANSO CREDIT INCOME FUND",11.06
185276,"CALL","MAGICJACK VOCALTEC LTD",7.2
185277,"FMSA","FAIRMOUNT SANTROL HOLDINGS",3.9
185289,"ASMB","ASSEMBLY BIOSCIENCES INC",20.65
185291,"TSG","THE STARS GROUP INC",17.9
185309,"MEGEF","MEG ENERGY CORP",3.81
185318,"SWFT","SWIFT TRANSPORTATION CO",26.5
185319,"MMYT","MAKEMYTRIP LTD",33.55
185334,"PF","PINNACLE FOODS INC",59.4
185337,"CIVI","CIVITAS SOLUTIONS INC",17.5
185339,"STAG","STAG INDUSTRIAL INC",27.6
185344,"BRSS","GLOBAL BRASS & COPPER HLDGS",30.55
185345,"APTS","PREFERRED APARTMENT CMNTYS",15.75
185353,"OSN","OSSEN INNOVATION CO LTD -ADR",2.2
185355,"HZNP","HORIZON PHARMA PLC",11.87
185370,"WD","WALKER & DUNLOP INC",48.83
185372,"CLAR","CLARUS CORPORATION",6.65
185375,"EVTC","EVERTEC INC",17.3
185380,"LEDS","SEMILEDS CORP",2.93
185396,"INN","SUMMIT HOTEL PROPERTIES INC",18.65
185419,"PACB","PACIFIC BIOSCIENCES OF CALIF",3.56
185422,"CNNIF","FIRST ASSET CANBANC INCM CL",11.5
185428,"ECYT","ENDOCYTE INC",1.5
185453,"WSR","WHITESTONE REIT",12.25
185454,"TGF.UN","TIMBERCREEK GLOBAL REAL EST",12.97
185489,"FRRPF","FIERA CAPITAL CORP",13.75
185511,"SRMLF","STORM RESOURCES LTD",4.2
185518,"GLBR","GLOBAL BROKERAGE INC",2
185532,"TRGP","TARGA RESOURCES CORP",45.2
185542,"CCIH","CHINACACHE INTL HLDGS  -ADR",1.16
185549,"AAT","AMERICAN ASSETS TRUST INC",39.39
185550,"SFUN","FANG HOLDINGS LTD",3.71
185569,"OFED","OCONEE FEDERAL FINANCIAL CP",27.5
185585,"NMFC","NEW MOUNTAIN FINANCE CORP",14.55
185618,"SBRA","SABRA HEALTH CARE REIT INC",24.1
185624,"SAVE","SPIRIT AIRLINES INC",51.65
185645,"GNC","GNC HOLDINGS INC",8.43
185646,"CSOD","CORNERSTONE ONDEMAND INC",35.75
185689,"PGLC","PERSHING GOLD CORP",2.79
185703,"LFGR","LEAF GROUP LTD",7.8
185733,"TAL","TAL EDUCATION GROUP",116.47
185741,"CINRF","FIRST ASSET CORE CDN EQ CL",20.27
185769,"SODA","SODASTREAM INTERNATIONAL LTD",53.52
185770,"CMRE","COSTAMARE INC",7.31
185783,"NOAH","NOAH HOLDINGS LTD  -ADR",28.65
185797,"HHC","HOWARD HUGHES CORP",122.84
185821,"HRZN","HORIZON TECHNOLOGY FINANCE",11.33
185824,"BKU","BANKUNITED INC",33.71
185826,"NVIV","INVIVO THERAPEUTICS HLDGS CO",2.7
185836,"PCRX","PACIRA PHARMACEUTICALS INC",47.7
185837,"BITA","BITAUTO HOLDINGS LTD  -ADR",28.75
185881,"BAH","BOOZ ALLEN HAMILTON HLDG CP",32.54
185908,"ACRX","ACELRX PHARMACEUTICALS INC",2.15
185921,"RNET","RIGNET INC",16.05
185956,"TRMLF","TOURMALINE OIL CORP",27.88
185980,"HCOM","HAWAIIAN TELCOM HOLDCO INC",24.99
186061,"LLEX","LILIS ENERGY INC",4.9
186078,"RVEN","REVEN HOUSING REIT INC",4.952
186103,"GDLLF","GEODRILL LTD",1.99
186105,"HVU.","HORIZONS BETAPR SP500 VIX BU",13.53
186109,"CTGO","CONTANGO ORE INC",18
186129,"SREV","SERVICESOURCE INTL INC",3.88
186130,"PVG","PRETIUM RESOURCES INC",9.61
186132,"ADC.UN","FIRST ASSET CDN CONVRT FD",6.94
186139,"UAN","CVR PARTNERS LP",3.49
186158,"JTPY","JETPAY CORP",2.1
186159,"SUPN","SUPERNUS PHARMACEUTICALS INC",43.1
186180,"VOC","VOC ENERGY TRUST",4.268
186197,"DCIX","DIANA CONTAINERSHIPS INC",0.3751
186206,"ANDX","ANDEAVOR LOGISTICS LP",51.69
186230,"AFH","ATLAS FINANCIAL HOLDINGS INC",14.9
186275,"AGRO","ADECOAGRO SA",9.99
186276,"KOS","KOSMOS ENERGY LTD",6.41
186278,"AL","AIR LEASE CORP",37.36
186279,"MCC","MEDLEY CAPITAL CORP",6.39
186288,"WIFI","BOINGO WIRELESS INC",14.96
186289,"OXLC","OXFORD LANE CAPITAL CORP",9.91
186290,"WBKC","WOLVERINE BANCORP INC",40.12
186308,"RPXC","RPX CORP",13.95
186310,"HII","HUNTINGTON INGALLS IND INC",186.16
186344,"FBNK","FIRST CONNECTICUT BANCORP",25.65
186360,"THR","THERMON GROUP HOLDINGS INC",19.17
186363,"RLJ","RLJ LODGING TRUST",19.87
186392,"SEAS","SEAWORLD ENTERTAINMENT INC",16.27
186498,"PBSK","POAGE BANKSHARES INC",19.05
186501,"NGL","NGL ENERGY PARTNERS LP",14
186520,"P","PANDORA MEDIA INC",8.92
186540,"FQC.","FIRST ASSET MSCI CAN QLTY CL",22.46
186591,"SUNS","SOLAR SENIOR CAPITAL LTD",16.74
186607,"NLNK","NEWLINK GENETICS CORP",7.35
186617,"CCGN","CONSUMER CAPITAL GROUP INC",6.3
186669,"CCI.UN","CANADIAN CONVERTIBLES PLUS",5.87
186671,"MITT","AG MORTGAGE INVESTMENT TRUST",18.3
186718,"NQ","NQ MOBILE INC  -ADR",3.4
186765,"HGI.UN","GLOBAL TELECOM & UTIL INCOME",9.89
186773,"SXC","SUNCOKE ENERGY INC",10.9
186783,"VER","VEREIT INC",8.14
186785,"ARCO","ARCOS DORADOS HOLDINGS INC",7.45
186823,"SPLP","STEEL PARTNERS HOLDINGS LP",18.6
186831,"AHY.UN","ADVANTAGED CANADIAN HIGH YD",7.76
186836,"GMLP","GOLAR LNG PARTNERS LP",20.07
186845,"AMID","AMERICAN MIDSTREAM PRTNRS LP",12.85
186858,"ARMK","ARAMARK",40.98
186874,"MTGE","MTGE INVESTMENT CORP",18.8
186876,"VNET","21VIANET GROUP INC",5.02
186884,"SSNF","SUNSHINE FINANCIAL INC",21.5
186890,"JMSB","JOHN MARSHALL BANCORP INC",20.8
186893,"PFLT","PENNANTPARK FLOATING RT CAP",14.11
186903,"SHSP","SHARPSPRING INC",4.53
186953,"NSPR","INSPIREMD INC",0.67
186955,"ELLI","ELLIE MAE INC",109.91
186960,"CHEF","CHEFS' WAREHOUSE INC",13
186989,"MPC","MARATHON PETROLEUM CORP",52.33
186990,"SVVC","FIRSTHAND TECHNOLOGY VALU FD",8.39
186993,"GSVC","GSV CAPITAL CORP",4.34
187036,"IDR.UN","REIT INDEXPLUS INCOME FUND",12.55
187039,"ZG","ZILLOW GROUP INC",48.84
187040,"SKIS","PEAK RESORTS INC",5.6
187041,"FRAN","FRANCESCAS HOLDINGS CORP",15.78
187084,"PRTY","PARTY CITY HOLDCO INC",15.65
187105,"WAGE","WAGEWORKS INC",67.2
187118,"YNDX","YANDEX N.V.",26.24
187122,"LIVX","LIVEXLIVE MEDIA",20
187128,"WPX","WPX ENERGY INC",9.66
187148,"ORC","ORCHID ISLAND CAPITAL INC",9.86
187164,"HMST","HOMESTREET INC",27.675
187165,"FENG","PHOENIX NEW MEDIA LTD  -ADR",2.63
187183,"M.","MOSAIC CAPITAL CORP",7.56
187235,"GLDLF","GOLDMINING INC",1.75
187244,"NEXJF","NEXJ SYSTEMS INC",3.78
187252,"FCB","FCB FINANCIAL HOLDINGS INC",47.75
187253,"RM","REGIONAL MANAGEMENT CORP",23.63
187269,"NCD.UN","FIRST ASSET N AMERN CONV FD",7.37
187357,"IZEA","IZEA INC",1.91
187363,"GRPN","GROUPON INC",3.84
187368,"VTGN","VISTAGEN THERAPEUTICS INC",1.87
187392,"GBNXF","GIBSON ENERGY INC",16.76
187393,"SDIV","GLOBAL X SUPERDIVIDEND ETF",21.68
187406,"AMCX","AMC NETWORKS INC",53.41
187411,"LCTC","LIFELOC TECHNOLOGIES INC",10
187413,"XNET","XUNLEI LTD  -ADS",3.24
187422,"MGMB","MGM HOLDINGS INC",95.75
187434,"CARB","CARBONITE INC",21.8
187462,"UBNT","UBIQUITI NETWORKS INC",51.97
187483,"FDUS","FIDUS INVESTMENT CORP",16.82
187490,"IMPV","IMPERVA INC",47.85
187491,"OAK","OAKTREE CAPITAL GROUP LLC",46.6
187549,"CBF","CAPITAL BANK FINANCIAL CORP",38.1
187550,"ASPN","ASPEN AEROGELS INC",4.45
187551,"TSE","TRINSEO SA",68.7
187575,"TLYS","TILLY'S INC",9.56
187576,"ZNGA","ZYNGA INC",3.64
187596,"IROQ","IF BANCORP INC",19.5
187607,"SSNI","SILVER SPRING NETWORKS INC",11.28
187631,"MACK","MERRIMACK PHARMACEUTICALS",1.24
187661,"ATBYF","ABITIBI ROYALTIES INC",9.14
187690,"HTA","HEALTHCARE TRUST OF AMERICA",31.11
187692,"REGI","RENEWABLE ENERGY GROUP INC",12.95
187696,"PRLB","PROTO LABS INC",67.25
187697,"EPAM","EPAM SYSTEMS INC",84.09
187709,"SRLP","SPRAGUE RESOURCES LP",28.2
187714,"WAIR","WESCO AIRCRAFT HOLDINGS INC",10.85
187720,"ARGS","ARGOS THERAPEUTICS INC",0.3631
187721,"ENFC","ENTEGRA FINANCIAL CORP",22.75
187739,"VCRA","VOCERA COMMUNICATIONS INC",26.42
187740,"MTSI","M/ACOM TECHNOLOGY SOLUTIONS",55.77
187749,"DUNDF","DREAM GLOBAL REIT",10.92
187765,"ECSNF","ECOSYNTHETIX INC",2.96
187766,"ERA","ERA GROUP INC",9.46
187773,"EXA","EXA CORP",13.76
187775,"CHUY","CHUY'S HOLDINGS INC",23.4
187810,"MCEP","MID-CON ENERGY PARTNERS -LP",1.36
187812,"MTDR","MATADOR RESOURCES CO",21.37
187833,"FRGI","FIESTA RESTAURANT GROUP INC",20.65
187959,"BCOV","BRIGHTCOVE INC",6.2
187961,"LPI","LAREDO PETROLEUM INC",10.52
188155,"ANGI.1","ANGIE'S LIST INC",12.79
188157,"BV","BAZAARVOICE INC",4.7
188255,"FBHS","FORTUNE BRANDS HOME & SECUR",65.24
188663,"SN","SANCHEZ ENERGY CORP",7.18
188855,"PRSS","CAFEPRESS INC",2.48
188856,"TAX","LIBERTY TAX INC",14.05
189459,"CG","CARLYLE GROUP LP",19.75
189462,"FOGO","FOGO DE CHAO INC",13.9
189491,"XYL","XYLEM INC",55.43
189516,"ACRE","ARES COMMERCIAL REAL ESTATE",13.09
189517,"ENVA","ENOVA INTERNATIONAL INC",14.85
189567,"MN","MANNING & NAPIER INC",4.35
189757,"XELB","XCEL BRANDS INC",3.05
189860,"BLMT","BSB BANCORP INC",29.25
190355,"AXGN","AXOGEN INC",16.75
190455,"GWRE","GUIDEWIRE SOFTWARE INC",61.49
190567,"ASBB","ASB BANCORP INC",43.95
190580,"CEMP","CEMPRA INC",4.6
190590,"GNE","GENIE ENERGY LTD",7.62
190959,"LMOS","LUMOS NETWORKS CORP",17.87
190963,"NBHC","NATIONAL BANK HLDGS CORP",33.11
191255,"VAC","MARRIOTT VACATIONS WORLDWIDE",117.75
192159,"PRV.UN","PRO REAL ESTATE INVSTMT TR",2.21
192255,"ACHC","ACADIA HEALTHCARE CO INC",49.38
193855,"WEBK","WELLESLEY BANCORP INC",27.7
194158,"AIOCF","AVIGILON CORP",14.39
194956,"WP","WORLDPAY INC",63.34
196055,"CLVS","CLOVIS ONCOLOGY INC",93.63
196159,"PBF","PBF ENERGY INC",22.26
196160,"BIOA","BIOAMBER INC",2.57
196268,"YELP","YELP INC",30.02
196269,"FBIO","FORTRESS BIOTECH INC",4.75
196355,"SYNC","SYNACOR INC",3.65
197559,"EIGI","ENDURANCE INTL GRP HLDGS INC",8.35
197658,"PLTYF","PLASTEC TECHNOLOGIES LTD",6.5
198058,"KORS","MICHAEL KORS HOLDINGS LTD",36.25
199356,"TRIP","TRIPADVISOR INC",38.2
200480,"MANU","MANCHESTER UNITED PLC",16.25
200595,"KNMCY","KONAMI HOLDINGS CORP",55.536
200856,"BVN","MINAS BUENAVENTURA SA",11.5
200976,"BAK","BRASKEM SA",20.72
201140,"ABEV","AMBEV SA",5.49
201336,"CRESY","CRESUD SACIFYA",19.45
201395,"TSM","TAIWAN SEMICONDUCTOR MFG CO",34.96
201706,"DRD","DRDGOLD LTD",3.15
201792,"EBR","ELETROBRAS-CENTR ELETR BRAS",3.75
201794,"ENLAY","ENEL SPA",5.354
203480,"SKM","SK TELECOM CO LTD",25.67
204203,"CPAC","CEMENTOS PACASMAYO SAA",11.43
204867,"WIT","WIPRO LTD",5.2
205692,"GOLD","RANDGOLD RESOURCES LTD",88.46
205809,"ZNH","CHINA SOUTHERN AIRLINES",41.4
205874,"SBS","COMPANHIA DE SANEAMENTO",9.52
205942,"BRFS","BRF SA",11.79
206059,"NPSNY","NASPERS LTD",19.424
206211,"FORTY","FORMULA SYSTEMS (1985) LTD",36.87
206454,"OGZPY","GAZPROM PJSC",3.998
206457,"LUKOY","OIL CO LUKOIL PJSC",48.466
206468,"ROSYY","ROSTELECOM PJSC",7.225
206956,"PCCWY","PCCW LTD",5.688
208057,"SID","COMPANHIA SIDERURGICA NACION",2.15
208068,"SPIL","SILICONWARE PRECISION INDS",7.97
208079,"SMSMY","SIMS METAL MGMT LTD",11.644
208323,"VEDL","VEDANTA LTD",15.52
209382,"VALE","VALE SA",8.75
209418,"VCO","VINA CONCHA Y TORO SA",30.98
210216,"TLSYY","TELSTRA CORP LTD",16.492
210418,"ABB","ABB LTD",24.9
211009,"INFY","INFOSYS LTD",15.02
211732,"BMA","BANCO MACRO SA",92.19
211819,"NGG","NATIONAL GRID",62.82
212340,"SHPG","SHIRE PLC",165.27
212773,"IMBBY","IMPERIAL BRANDS PLC",44.794
212782,"FMS","FRESENIUS MEDICAL CARE AG&CO",48.33
212950,"PAM","PAMPA ENERGIA SA",58.85
213288,"ERJ","EMBRAER SA",18.23
213412,"ASX","ADVANCED SEMICON ENGINEERING",6.31
214526,"MYTAY","MAGYAR TELEKOM",8.708
215422,"MHGVY","MARINE HARVEST ASA",17.059
216019,"AIXN","AIXTRON SE",6.84
218399,"ALSMY","ALSTOM SA",3.491
220211,"ICL","ICL-ISRAEL CHEMICALS LTD",4.73
220487,"LTM","LATAM AIRLINES GROUP SA",11.07
220546,"STO","STATOIL ASA",16.53
220579,"TLSNY","TELIA COMPANY AB",9.198
220940,"ORAN","ORANGE",15.98
220942,"ENGIY","ENGIE SA",15.072
221261,"CCHGY","COCA-COLA HBC AG",29.438
221545,"IBA","INDUSTRIAS BACHOCO SAB DE CV",57.98
221612,"TELNY","TELENOR ASA",16.534
221616,"DTEGY","DEUTSCHE TELEKOM",17.929
221821,"NJDCY","NIDEC CORP",25.61
222111,"PBR","PETROLEO BRASILEIRO SA- PETR",7.99
222357,"CIG","CIA ENERGETICA DE MINAS",2.4
222638,"TSU","TIM PARTICIPACOES SA",14.8
222648,"VIV","TELEFONICA BRASIL SA",13.49
223098,"RDY","DR REDDY'S LABORATORIES LTD",42.14
223148,"IBN","ICICI BANK LTD",8.97
223732,"TMICY","TREND MICRO INC",51.531
223911,"DCM","NTT DOCOMO INC",23.65
224604,"DELTY","DELTA GALIL INDUSTRIES LTD",29.515
232623,"EVTCY","EVOTEC AG",31.913
233491,"MX","MAGNACHIP SEMICONDUCTOR CORP",9.8
237269,"XBIO","XENETIC BIOSCIENCES PLC",2.76
237820,"GRAM","GRANA Y MONTERO SA",3.26
238616,"VEOEY","VEOLIA ENVIRONNEMENT",21.1
239356,"PRISY","PROMOTORA DE INFORMACIONES",2.679
241159,"CHT","CHUNGHWA TELECOM LTD",35.22
241216,"SYT","SYNGENTA AG",92.65
241366,"BCH","BANCO DE CHILE",77.93
241388,"AVAL","GRUPO AVAL ACCIONES VALORES",8.28
241637,"BUD","ANHEUSER-BUSCH INBEV",110.36
242977,"AUO","AU OPTRONICS CORP",4.56
243011,"MTCPY","MTR CORP LTD",16.89
243145,"GZT","GAZIT GLOBE",9.78
243588,"BSMX","GRUPO FINANCIERO SANTANDER",9.64
244641,"ITRN","ITURAN LOCATION & CONTROL",31.3
245918,"IGT","INTL GAME TECHNOLOGY PLC",18.3
247371,"LONE","LONESTAR RESOURCES US INC",4.3
247374,"IMRN","IMMURON LTD",8.6001
247881,"GWPH","GW PHARMACEUTICALS PLC",100.25
248136,"MFG","MIZUHO FINANCIAL GROUP INC",3.67
249158,"GLNG","GOLAR LNG LTD",22.25
252819,"WF","WOORI BANK",48.6996
252940,"MTU","MITSUBISHI UFJ FINANCIAL GRP",6.75
253523,"IMMP","IMMUTEP LTD",2.16
253759,"BYDDY","BYD CO LTD",12.272
254338,"CHA","CHINA TELECOM CORP LTD",47.93
258664,"ITCB","ITAU CORPBANCA",13.31
258869,"TPH","TRI POINTE GROUP INC",13.19
259073,"PXSLY","PHARMAXIS LTD",2.876
259503,"LFC","CHINA LIFE INSURANCE (CHN)",15.34
260651,"OCANF","OCEANAGOLD CORP",3.91
260737,"OPTT","OCEAN POWER TECHNOLOGIES INC",1.43
260774,"CBG","CBRE GROUP INC",36.4
260778,"WCG","WELLCARE HEALTH PLANS INC",179.56
260838,"CPHRF","CIPHER PHARMACEUTICALS INC",4.354
260893,"BLKB","BLACKBAUD INC",85.75
264265,"ALNY","ALNYLAM PHARMACEUTICALS INC",79.76
264385,"NUVA","NUVASIVE INC",76.92
264387,"ANGO","ANGIODYNAMICS INC",15.08
264395,"GHL","GREENHILL & CO INC",20.1
264397,"CATM","CARDTRONICS PLC",32.86
264414,"MNTA","MOMENTA PHARMACEUTICALS INC",16.9
264416,"UCTT","ULTRA CLEAN HOLDINGS INC",18.75
264485,"EQGPF","EQUITABLE GROUP INC",59.48
264509,"HEP","HOLLY ENERGY PARTNERS LP",32.48
264510,"BMNM","BIMINI CAPITAL MANAGEMENT",2.8
264586,"ONRTF","ONEREIT",3.74
264628,"SCZC","SANTA CRUZ COUNTY BANK",41.75
264708,"CAB","CABELAS INC",59.42
266160,"CZWI","CITIZENS COMMUNITY BANCORP",13.98
266214,"CNS","COHEN & STEERS INC",40.54
266216,"ACFC","ATLANTIC COAST FINANCIAL CP",7.84
266257,"AINV","APOLLO INVESTMENT CORP",6.39
266263,"RPKIF","RICHARDS PACKAGING INCOME FD",29.95
266299,"EQI.","EQUITY FINANCIAL HLDGS INC",7.49
266315,"KRG","KITE REALTY GROUP TRUST",18.93
267054,"EDN","EMPRESA DISTRIBUIDORA Y COM",31.9
268208,"LXFR","LUXFER HOLDINGS PLC",12.79
269005,"CPL","CPFL ENERGIA SA",15.95
270281,"MTL","MECHEL PAO",4.63
270705,"HIMX","HIMAX TECHNOLOGIES INC",8.2
271342,"EURN","EURONAV",7.9
271357,"SMMT","SUMMIT THERAPEUTICS PLC",11
271607,"MESO","MESOBLAST LTD",7.95
272872,"GLPG","GALAPAGOS NV",76.52
272884,"URPTF","URANIUM PARTICIPATION CORP",3.76
273726,"SDRL","SEADRILL LTD",0.3606
274072,"BSC.","BNS SPLIT CORP II",25
274728,"EGFHF","ECHELON FINANCIAL HLDGS INC",13.3
276731,"PLPM","PLANET PAYMENT INC",3.3
277487,"LND","BRASILAGRO CIA BRAS DE PROP",3.7699
277812,"GRFS","GRIFOLS SA",21.13
277846,"WSPOF","WSP GLOBAL INC",53.81
278120,"FNLIF","FIRST NATIONAL FINL CORP",27.15
278151,"GPRK","GEOPARK LTD",7.55
278153,"HCM","HUTCHISON CHINA MEDITECH LTD",23.31
278234,"EVTZF","EVERTZ TECHNOLOGIES LTD",16.9
278246,"EROS","EROS INTERNATIONAL PLC",11.45
278400,"XTMCF","XTREME DRILLING CORP",2.06
282553,"CDTI","CLEAN DIESEL TECHNOLOGIES",2.79
282608,"CLLS","CELLECTIS SA",25.82
285085,"QURE","UNIQURE NV",6.19
285135,"GLBS","GLOBUS MARITIME LTD",1.24
285174,"FTEO","FRONTEO INC",15
285313,"BSBR","BANCO SANTANDER BRASIL  -ADR",7.53
286017,"MZOR","MAZOR ROBOTICS LTD",34.58
286396,"EVGN","EVOGENE LTD",5.06
286433,"OASM","OASMIA PHARMACEUTICAL AB",2.1062
287111,"KMDA","KAMADA LTD",6
287252,"MIXT","MIX TELEMATICS LTD",7.88
287462,"FF","FUTUREFUEL CORP",15.09
287882,"EC","ECOPETROL SA",9.09
291721,"ORXGF","ORCA EXPLORATION GROUP INC",4.01
291758,"KTOV","KITOV PHARMACEUTICALS HOLDIN",1.53
291881,"CANF","CAN FITE BIOPHARMA",1.7901
293754,"GNMX","AEVI GENOMIC MEDICINE INC",1.33
293884,"INXN","INTERXION HOLDING NV",45.78
293919,"SBBP","STRONGBRIDGE BIOPHARMA PLC",7.15
294007,"NTEC","INTEC PHARMA LTD",5.7
294524,"LYB","LYONDELLBASELL INDUSTRIES NV",84.39
295786,"CNHI","CNH INDUSTRIAL NV",11.38
295917,"ZEAL","ZEALAND PHARMA AS",20.01
296697,"VLRS","CONTROLADORA VUELA COMPANIA",14.55
296885,"RDHL","REDHILL BIOPHARMA LTD",8.62
296944,"NADLQ","NORTH ATLANTIC DRILLING LTD",1.33
297094,"BVXV","BIONDVAX PHARMACEUTICALS",8.7844
297209,"PACDQ","PACIFIC DRILLING SA",1.71
298636,"AVH","AVIANCA HOLDINGS SA",6.5
300107,"NNDM","NANO DIMENSION LTD",6.1099
312009,"FRO","FRONTLINE LTD",5.73
312079,"DBVT","DBV TECHNOLOGIES",35.71
314866,"NORD","NORD ANGLIA EDUCATION INC",32.25
315318,"PAH","PLATFORM SPECIALTY PRODUCTS",12.68
315639,"CYAD","CELYAD SA",42.4
315887,"SALT","SCORPIO BULKERS",7.1
316056,"ALLE","ALLEGION PLC",81.12
317260,"NAO","NORDIC AMERICAN OFFSHORE",1.25
317264,"LPG","DORIAN LPG LTD",8.18
317427,"NOMD","NOMAD FOODS LTD",14.11
318815,"MTP","MIDATECH PHARMA PLC",2.5799
